_RAJ2000,_DEJ2000,ALS,Name,RAJ,mag,n_mag,RAJ2000,DEJ2000,GLON,GLAT,Simbad,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R_x,J,H,K,u,g,r_xa,i,z,angDist
75.392917,43.435556,8126,LS   V +43  22,"(5.0, 1.0, 34.3)",8.4,V,05 01 34.3,+43 26 08,163.05,0.88,Simbad,HD  31894,75.3928883424,43.4357338138,0.0,0.0,90.0,30,05 01 34.29320,+43 26 08.6417,A,2020yCat.1350....0G,Star,*|IR|UV,-3.0,7.4,-1.0E-5,2.47E-5,B2IV-V,,0.8126,0.0302,-0.037,-2.976,0.04,0.032,90,,,,8.49,8.49,,8.401,8.411,8.422,,,,,,0.644498
78.684583,53.213889,8241,LS   V +53  31,"(5.0, 14.0, 44.3)",6.2,V,05 14 44.3,+53 12 50,156.46,8.45,Simbad,HD  33654,78.6844694951,53.213946789,0.0,0.0,90.0,47,05 14 44.27268,+53 12 50.2084,A,2020yCat.1350....0G,Star,*|IR|UV,-3.0,3.1,-1.0E-5,1.03E-5,A0V,,1.7981,0.032,-0.99,-0.672,0.036,0.031,90,,,,6.24,6.16,,5.751,5.729,5.691,,,,,,0.321177
80.340417,33.385556,8281,LS   V +33  11,"(5.0, 21.0, 21.7)",8.6,V,05 21 21.7,+33 23 08,173.44,-1.93,Simbad,HD  34760,80.3406592211,33.385449209,0.0,0.0,90.0,19,05 21 21.75821,+33 23 07.6172,A,2020yCat.1350....0G,Star,*|**|IR|UV,-1.8,9.2,-6.0E-6,3.07E-5,B8,,0.8474,0.0273,-0.543,-3.193,0.03,0.023,90,,,,8.81,8.82,,8.769,8.801,8.798,,,,,,0.82337
81.324167,29.615,8333,LS   V +29   2,"(5.0, 25.0, 17.8)",8.9,V,05 25 17.8,+29 36 54,177.03,-3.36,Simbad,HD  35347,81.3242711121,29.6148893655,0.0,0.0,90.0,34,05 25 17.82507,+29 36 53.6017,A,2020yCat.1350....0G,Be*,*|Be*|Em*|IR|UV,-1.8,7.4,-6.0E-6,2.47E-5,B1Ve,,0.6074,0.0231,1.323,-1.453,0.025,0.02,90,,,,9.04,8.93,,8.149,7.948,7.76,,,,,,0.51459
69.65375,58.662222,8010,LS   V +58  21,"(4.0, 38.0, 36.9)",8.3,V,04 38 36.9,+58 39 44,148.99,7.82,Simbad,HD  29130,69.6537741898,58.6623769719,0.0,0.0,90.0,13,04 38 36.90581,+58 39 44.5571,A,2020yCat.1350....0G,Star,*|IR|UV,-1.7,22.6,-5.7E-6,7.54E-5,B8,,0.8538,0.0216,0.158,-1.787,0.022,0.019,90,,,,8.42,8.32,,7.988,8.032,8.053,,,,,,0.559734
61.53375,62.101667,14593,Hilt 423,"(4.0, 6.0, 8.1)",6.8,V,04 06 08.1,+62 06 06,143.68,7.35,Simbad,HD  25443,61.5336063582,62.1018354581,0.0,0.0,90.0,139,04 06 08.06553,+62 06 06.6076,A,2020yCat.1350....0G,Star,*|IR|UV,-1.6,3.0,-5.3E-6,1.0E-5,B0.5III,,0.8776,0.0628,-1.522,-1.535,0.067,0.068,90,,,,6.998,6.766,,6.109,6.138,6.108,,,,,,0.652935
81.913333,43.368056,19906,HD 35544,"(5.0, 27.0, 39.2)",6.8,V,05 27 39.2,+43 22 05,165.87,4.69,Simbad,HD  35544,81.9133134203,43.3679222204,0.0,0.0,90.0,22,05 27 39.19522,+43 22 04.5200,A,2020yCat.1350....0G,Star,*|IR|UV,-1.0,4.4,-3.3E-6,1.47E-5,A0,,2.8544,0.0296,-4.837,-6.254,0.036,0.027,90,,,,6.759,6.754,,6.565,6.594,6.576,,,,,,0.484325
83.662917,28.050833,8436,LS   V +28   5,"(5.0, 34.0, 39.1)",8.1,V,05 34 39.1,+28 03 03,179.47,-2.51,Simbad,HD  36665,83.6629170049,28.0510511794,0.0,0.0,90.0,59,05 34 39.10008,+28 03 03.7842,A,2020yCat.1350....0G,Be*,*|Be*|Em*|IR|UV|V*,-1.0,4.5,-3.3E-6,1.5E-5,B1,,0.7024,0.0311,-0.407,-4.87,0.034,0.024,90,,,,8.37,8.16,,7.49,7.421,7.392,,,,,,0.785446
86.221667,33.528611,8518,LS   V +33  42,"(5.0, 44.0, 53.2)",8.1,V,05 44 53.2,+33 31 43,176.0,2.26,Simbad,HD 246901,86.2214783642,33.5285710026,0.0,0.0,90.0,19,05 44 53.15481,+33 31 42.8556,A,2020yCat.1350....0G,Em*,*|Em*|IR,-1.0,10.0,-3.3E-6,3.34E-5,B1I+K,,0.2219,0.1623,-0.381,-0.658,0.171,0.1,90,,,,9.12,8.1,,4.691,3.853,3.581,,,,,,0.584121
89.23375,24.249722,8605,LS   V +24   6,"(5.0, 56.0, 56.1)",6.0,V,05 56 56.1,+24 14 59,185.32,-0.22,Simbad,HD  39970,89.2338272591,24.2496887633,0.0,0.0,90.0,90,05 56 56.11854,+24 14 58.8795,A,2020yCat.1350....0G,V*,*|IR|UV|V*,-0.9,0.4,-3.0E-6,1.3E-6,A0Ib,,0.5311,0.0323,0.887,-1.497,0.041,0.025,90,,,,6.367,6.029,,4.933,4.847,4.749,,,,,,0.280402
75.8275,41.441667,8149,LS   V +41  23,"(5.0, 3.0, 18.6)",6.1,V,05 03 18.6,+41 26 30,164.82,-0.08,Simbad,HD  32188,75.8276553799,41.441648754,0.0,0.0,90.0,40,05 03 18.63729,+41 26 29.9355,A,2020yCat.1350....0G,V*,*|IR|UV|V*,-0.7,2.0,-2.3E-6,6.7E-6,A3III,,1.0065,0.0294,-0.227,-1.82,0.041,0.028,90,,,,6.289,6.111,,5.388,5.317,5.276,,,,,,0.424432
80.0475,36.674444,8274,LS   V +36  10,"(5.0, 20.0, 11.4)",7.5,V,05 20 11.4,+36 40 28,170.61,-0.25,Simbad,HD  34576,80.0475472884,36.6746350136,0.0,0.0,90.0,37,05 20 11.41135,+36 40 28.6860,A,2020yCat.1350....0G,Star,*|IR|UV,-0.4,2.0,-1.3E-6,6.7E-6,B2V,,1.3379,0.0394,-0.233,-0.68,0.046,0.033,90,,,,7.47,7.5,,7.447,7.518,7.495,,,,,,0.701073
81.900417,34.755278,8363,LS   V +34  22,"(5.0, 27.0, 36.1)",8.6,V,05 27 36.1,+34 45 19,173.04,-0.09,Simbad,HD  35619,81.9006078155,34.7552785851,0.0,0.0,90.0,104,05 27 36.14588,+34 45 19.0029,A,2020yCat.1350....0G,Star,*|**|IR|UV,-0.0,3.0,0.0,1.0E-5,O7.5V((f))z,,0.2716,0.0425,-0.596,-2.019,0.04,0.032,90,,,,8.79,8.66,,7.934,7.88,7.892,,,,,,0.564387
88.64875,31.165556,8587,LS   V +31  10,"(5.0, 54.0, 35.7)",9.6,V,05 54 35.7,+31 09 56,179.08,2.81,Simbad,HD 248903,88.6489423859,31.165361261,0.0,0.0,90.0,10,05 54 35.74617,+31 09 55.3005,A,2020yCat.1350....0G,Star,*|IR|UV,0.0,,0.0,,B3,,0.6079,0.0242,0.772,-3.354,0.022,0.015,90,,,,9.7,9.66,,9.472,9.382,9.429,,,,,,0.917986
83.369583,42.108889,16554,HR 1846,"(5.0, 33.0, 28.7)",6.5,V,05 33 28.7,+42 06 32,167.51,4.9,Simbad,HD  36404,83.3696817711,42.1089542591,0.0,0.0,90.0,38,05 33 28.72363,+42 06 32.2353,A,2020yCat.1350....0G,Star,*|IR|UV,0.3,1.5,1.0E-6,5.0E-6,B9IIIp:(Hg?),,1.6439,0.0385,4.042,-4.483,0.045,0.033,90,,,,6.53,6.54,,6.436,6.51,6.463,,,,,,0.353241
92.480417,20.641944,8755,LS   V +20  21,"(6.0, 9.0, 55.3)",10.6,V,06 09 55.3,+20 38 31,189.94,0.61,Simbad,HD 252558,92.480491437,20.6421158665,0.0,0.0,90.0,15,06 09 55.31794,+20 38 31.6171,A,2020yCat.1350....0G,YSO_Candidate,*|IR|Y*?,0.68,0.047,2.3E-6,2.0E-7,B4V,,1.1628,0.1407,0.918,-2.24,0.154,0.114,90,,,,10.75,10.6,,9.655,9.67,9.574,,,,,,0.667607
189.347917,25.066667,17215,BD +25 2534,"(12.0, 37.0, 23.5)",10.5,V,12 37 23.5,+25 04 00,245.18,86.24,Simbad,BD+25  2534,189.3479840299,25.0666299784,0.0,0.0,90.0,232,12 37 23.51617,+25 03 59.8679,A,2020yCat.1350....0G,HotSubdwarf,*|HS*|IR|UV|blu,1.2,4.8,4.0E-6,1.6E-5,sdB1(k),,7.0396,0.0592,1.504,-27.222,0.066,0.058,90,,,,10.26,10.59,10.642,11.157,11.27,11.367,,,,,,0.256008
81.77375,34.325278,8348,LS   V +34  10,"(5.0, 27.0, 5.7)",9.4,V,05 27 05.7,+34 19 31,173.34,-0.42,Simbad,HD 281151,81.7735832033,34.3254340194,0.0,0.0,90.0,22,05 27 05.65997,+34 19 31.5625,A,2020yCat.1350....0G,Star,*|IR,2.288,0.464,7.6E-6,1.5E-6,B2,,0.4749,0.0238,-0.002,-2.387,0.026,0.018,90,,,,9.59,9.48,,9.035,9.005,9.008,,,,,,0.749257
78.0625,40.101667,19570,HD 33462,"(5.0, 12.0, 15.0)",7.0,V,05 12 15.0,+40 06 06,166.91,0.47,Simbad,HD  33462,78.062376741,40.1015629292,0.0,0.0,90.0,20,05 12 14.97042,+40 06 05.6265,A,2020yCat.1350....0G,Star,*|IR|UV,2.3,2.4,7.7E-6,8.0E-6,B8,,1.7043,0.0271,4.6,-4.744,0.034,0.025,90,,,,7.04,6.98,,6.661,6.718,6.682,,,,,,0.505536
60.815,56.54,7865,LS   I +56  99,"(4.0, 3.0, 15.6)",9.0,V,04 03 15.6,+56 32 24,147.14,2.97,Simbad,HD 237211,60.8152020208,56.540242968,0.0,0.0,90.0,43,04 03 15.64848,+56 32 24.8747,A,2020yCat.1350....0G,BlueSG*,*|IR|s*b,2.446,0.477,8.2E-6,1.6E-6,O9.5Iab,,0.233,0.0155,0.183,0.193,0.017,0.014,90,,,,9.41,9.05,,7.946,7.825,7.774,,,,,,0.962218
60.815,56.54,7866,LS   V +56  99,"(4.0, 3.0, 15.6)",9.5,P,04 03 15.6,+56 32 24,147.14,2.97,Simbad,HD 237211,60.8152020208,56.540242968,0.0,0.0,90.0,43,04 03 15.64848,+56 32 24.8747,A,2020yCat.1350....0G,BlueSG*,*|IR|s*b,2.446,0.477,8.2E-6,1.6E-6,O9.5Iab,,0.233,0.0155,0.183,0.193,0.017,0.014,90,,,,9.41,9.05,,7.946,7.825,7.774,,,,,,0.962218
77.92875,42.165556,8221,LS   V +42  24,"(5.0, 11.0, 42.9)",8.4,V,05 11 42.9,+42 09 56,165.18,1.61,Simbad,HD  33357,77.9288643216,42.1653542126,0.0,0.0,90.0,179,05 11 42.92744,+42 09 55.2752,A,2020yCat.1350....0G,Be*,*|Be*|Em*|IR|SB*|UV|V*,3.0,5.0,1.0E-5,1.67E-5,B1:V:ne,,0.7396,0.0315,-0.677,-1.807,0.036,0.027,90,,,,8.55,8.55,,8.431,8.471,8.541,,,,,,0.787885
76.642917,38.522222,8171,LS   V +38   7,"(5.0, 6.0, 34.3)",7.8,V,05 06 34.3,+38 31 20,167.53,-1.35,Simbad,HD  32672,76.642889474,38.5222473659,0.0,0.0,90.0,42,05 06 34.29347,+38 31 20.0905,A,2020yCat.1350....0G,Star,*|IR|UV,3.1,1.6,1.03E-5,5.3E-6,B2IV,,1.2622,0.0258,-0.667,-3.159,0.029,0.021,90,,,,7.87,7.77,,7.289,7.276,7.274,,,,,,0.119789
102.737917,67.571944,17293,HD 48879,"(6.0, 50.0, 57.1)",5.1,V,06 50 57.1,+67 34 19,147.8,24.88,Simbad,*  42 Cam,102.7378712201,67.5719342231,0.0,0.0,90.0,70,06 50 57.08909,+67 34 18.9632,A,2020yCat.1350....0G,Star,*|IR|UV,3.2,1.2,1.07E-5,4.0E-6,B4IV,,4.1676,0.13,0.704,4.757,0.066,0.099,90,,,,4.961,5.122,,5.422,5.535,5.538,,,,,,0.072059
111.8575,66.331389,16432,HR 2809,"(7.0, 27.0, 25.8)",6.5,V,07 27 25.8,+66 19 53,149.69,28.26,Simbad,HD  57742,111.8576553505,66.3315711826,0.0,0.0,90.0,37,07 27 25.83728,+66 19 53.6563,A,2020yCat.1350....0G,Star,*|IR|UV,3.2,2.0,1.07E-5,6.7E-6,B9V,,4.3044,0.0357,-3.953,-28.962,0.023,0.031,90,,,,6.393,6.462,,6.525,6.611,6.578,,,,,,0.693221
70.84,49.973611,16552,HR 1493,"(4.0, 43.0, 21.6)",5.9,V,04 43 21.6,+49 58 25,156.02,2.62,Simbad,HD  29721,70.8399771798,49.9737878996,0.0,0.0,90.0,48,04 43 21.59452,+49 58 25.6364,A,2020yCat.1350....0G,Star,*|**|IR|UV,3.4,2.8,1.13E-5,9.3E-6,B9III,,4.4166,0.0719,-5.057,-15.071,0.068,0.048,90,,,,5.863,5.856,,5.664,5.652,5.663,,,,,,0.639027
74.838333,43.323611,8115,LS   V +43  17,"(4.0, 59.0, 21.2)",7.4,V,04 59 21.2,+43 19 25,162.89,0.5,Simbad,HD  31617,74.8385366739,43.3233830304,0.0,0.0,90.0,32,04 59 21.24880,+43 19 24.1789,A,2020yCat.1350....0G,Star,*|IR|UV,3.5,2.0,1.17E-5,6.7E-6,B2IV,,0.9489,0.0305,-0.618,-3.089,0.038,0.029,90,,,,7.4,7.4,,7.379,7.445,7.457,,,,,,0.978808
78.63875,38.225556,8244,LS   V +38  10,"(5.0, 14.0, 33.3)",8.8,V,05 14 33.3,+38 13 32,168.69,-0.27,Simbad,HD  33816,78.6387941225,38.225563767,0.0,0.0,90.0,24,05 14 33.31059,+38 13 32.0296,A,2020yCat.1350....0G,Star,*|IR|UV,3.903,0.438,1.3E-5,1.5E-6,B5,,0.7466,0.04,1.257,-3.312,0.044,0.031,90,,,,8.78,8.8,,8.624,8.66,8.672,,,,,,0.127877
87.204167,27.363889,8544,LS   V +27   9,"(5.0, 48.0, 49.0)",7.7,V,05 48 49.0,+27 21 50,181.71,-0.21,Simbad,HD  38689,87.2041282907,27.3637708301,0.0,0.0,90.0,25,05 48 48.99079,+27 21 49.5750,A,2020yCat.1350....0G,Star,*|IR|UV,4.2,2.5,1.4E-5,8.3E-6,B8,,1.0257,0.033,-0.302,-0.928,0.038,0.023,90,,,,7.776,7.74,,7.454,7.445,7.366,,,,,,0.443048
69.284167,48.399444,8003,LS   V +48  21,"(4.0, 37.0, 8.2)",8.0,V,04 37 08.2,+48 23 58,156.52,0.81,Simbad,HD  29093,69.2838683644,48.3994029519,0.011,0.008,90.0,19,04 37 08.12841,+48 23 57.8506,A,2007A&A...474..653V,**,*|**|IR,4.371,0.094,1.46E-5,3.0E-7,B5,,4.74,1.33,2.11,-4.06,1.2,0.9,0,,,,,,,7.124,7.042,6.999,,,,,,0.728923
82.939583,34.881944,8418,LS   V +34  48,"(5.0, 31.0, 45.5)",7.8,V,05 31 45.5,+34 52 55,173.4,0.69,Simbad,HD  36212,82.9397343143,34.8819332058,0.0,0.0,90.0,47,05 31 45.53624,+34 52 54.9595,A,2020yCat.1350....0G,Star,*|IR|UV,4.7,2.1,1.57E-5,7.0E-6,B3II,,0.4356,0.0277,-0.35,-2.092,0.028,0.022,90,,,,7.98,7.81,,7.143,7.138,7.055,,,,,,0.448547
74.7225,41.4375,8109,LS   V +41  20,"(4.0, 58.0, 53.4)",9.1,V,04 58 53.4,+41 26 15,164.32,-0.74,Simbad,HD  31564,74.722724776,41.4374070325,0.0,0.0,90.0,14,04 58 53.45395,+41 26 14.6653,A,2020yCat.1350....0G,Star,*|IR|UV,5.955,0.442,1.99E-5,1.5E-6,B9,,0.8089,0.022,-0.435,-3.179,0.026,0.022,90,,,,9.08,9.14,,8.969,9.019,9.049,,,,,,0.692834
65.331667,76.106111,17189,HD 26684,"(4.0, 21.0, 19.6)",6.7,V,04 21 19.6,+76 06 22,134.5,18.21,Simbad,HD  26684,65.3317271416,76.1061034761,0.0,0.0,90.0,27,04 21 19.61451,+76 06 21.9725,A,2020yCat.1350....0G,Star,*|IR|UV,6.0,3.7,2.0E-5,1.23E-5,B5,,2.9543,0.147,12.28,-17.625,0.135,0.162,90,,,,6.681,6.741,,6.741,6.822,6.812,,,,,,0.058622
64.85875,21.142222,16549,HR 1339,"(4.0, 19.0, 26.1)",5.5,V,04 19 26.1,+21 08 32,174.52,-20.28,Simbad,*  53 Tau,64.858739956,21.1423052689,0.0,0.0,90.0,261,04 19 26.09759,+21 08 32.2990,A,2020yCat.1350....0G,RotV*alf2CVn,*|IR|PM*|SB*|UV|V*|X|a2*,6.1,0.6,2.03E-5,2.0E-6,B9Vsp,,11.93,0.0843,28.816,-42.876,0.105,0.072,90,,,,5.413,5.482,,5.572,5.609,5.611,,,,,,0.301659
77.700833,41.002778,8212,LS   V +40  34,"(5.0, 10.0, 48.2)",8.2,V,05 10 48.2,+41 00 10,166.02,0.78,Simbad,HD  33232,77.7008435029,41.002897588,0.0,0.0,90.0,74,05 10 48.20244,+41 00 10.4313,A,2020yCat.1350....0G,Be*,*|Be*|Em*|IR|UV|V*,6.3,3.1,2.1E-5,1.03E-5,B2Vne,,0.7552,0.0296,0.13,-2.341,0.036,0.023,90,,,,8.23,8.16,,7.911,7.814,7.641,,,,,,0.431461
87.12375,36.211389,8539,LS   V +36  20,"(5.0, 48.0, 29.7)",9.1,V,05 48 29.7,+36 12 41,174.08,4.28,Simbad,BD+36  1261,87.1235451381,36.2114964654,0.0,0.0,90.0,17,05 48 29.65083,+36 12 41.3873,A,2020yCat.1350....0G,Star,*|IR,6.6,,2.2E-5,,B2III,,0.4931,0.0201,-0.857,-1.79,0.021,0.013,90,,,,9.31,9.12,,8.421,8.394,8.345,,,,,,0.709757
79.86625,58.1175,16514,HR 1719,"(5.0, 19.0, 27.9)",6.1,V,05 19 27.9,+58 07 03,152.71,11.75,Simbad,*  15 Cam,79.8660807994,58.1173654345,0.0,0.0,90.0,65,05 19 27.85939,+58 07 02.5156,A,2020yCat.1350....0G,EB*,*|EB*|IR|UV|V*,6.7,3.7,2.23E-5,1.23E-5,B5V,,3.1987,0.0683,5.854,-18.517,0.045,0.045,90,,,,6.088,6.125,,6.142,6.214,6.246,,,,,,0.581537
92.825417,21.563611,8769,LS   V +21  29,"(6.0, 11.0, 18.1)",7.4,V,06 11 18.1,+21 33 49,189.28,1.34,Simbad,HD  42379,92.8253542393,21.5637860788,0.0,0.0,90.0,61,06 11 18.08502,+21 33 49.6299,A,2020yCat.1350....0G,Em*,*|Em*|IR|UV|V*,7.0,7.3,2.33E-5,2.44E-5,B1II,,0.573,0.0485,0.164,-0.763,0.049,0.037,90,,,,7.68,7.43,,6.685,6.704,6.599,,,,,,0.664387
65.999167,24.301111,17961,HD 27778,"(4.0, 23.0, 59.8)",6.4,V,04 23 59.8,+24 18 04,172.76,-17.39,Simbad,*  62 Tau,65.9990114513,24.3009797403,0.0,0.0,90.0,209,04 23 59.76275,+24 18 03.5271,A,2020yCat.1350....0G,Star,*|**|IR,7.2,1.4,2.4E-5,4.7E-6,B3V,,4.7132,0.0281,4.976,-8.516,0.043,0.028,90,,,,6.499,6.337,,5.945,5.952,5.934,,,,,,0.695525
74.639583,30.6975,8108,LS   V +30   2,"(4.0, 58.0, 33.5)",9.7,V,04 58 33.5,+30 41 51,172.76,-7.42,Simbad,HD 282727,74.6396137732,30.6976443813,0.0,0.0,90.0,18,04 58 33.50731,+30 41 51.5198,A,2020yCat.1350....0G,PulsV*,*|IR,7.2,1.4,2.4E-5,4.7E-6,B1.5V,,0.5994,0.018,1.412,-3.143,0.024,0.016,90,,,,9.6,9.22,9.33,8.141,7.949,7.726,,,,,,0.52843
83.182083,32.192222,8422,LS   V +32   8,"(5.0, 32.0, 43.7)",4.8,V,05 32 43.7,+32 11 32,175.77,-0.61,Simbad,* chi Aur,83.1819765684,32.1920223686,0.0,0.0,90.0,207,05 32 43.67438,+32 11 31.2805,A,2020yCat.1350....0G,BlueSG*,*|IR|SB*|UV,7.27,5.21,2.43E-5,1.74E-5,B4Iab,,0.9087,0.1906,-0.812,-3.15,0.193,0.147,90,,,,5.15,4.79,4.42,4.246,4.077,3.999,,,,,,0.788434
61.964167,62.33,14765,MCW 270,"(4.0, 7.0, 51.4)",6.9,V,04 07 51.4,+62 19 48,143.68,7.66,Simbad,HD  25639,61.9641369456,62.330107218,0.0,0.0,90.0,125,04 07 51.39287,+62 19 48.3860,A,2020yCat.1350....0G,SB*,*|**|IR|SB*|V*,7.3,0.9,2.44E-5,3.0E-6,B0III,,0.8539,0.0317,-0.803,-0.865,0.034,0.031,90,,,,7.24,6.86,,6.046,5.949,5.929,,,,,,0.389241
78.010833,41.898056,8226,LS   V +41  34,"(5.0, 12.0, 2.6)",8.6,V,05 12 02.6,+41 53 53,165.44,1.5,Simbad,HD  33412,78.0108660907,41.8979160939,0.0,0.0,90.0,20,05 12 02.60786,+41 53 52.4979,A,2020yCat.1350....0G,PulsV*,*|**|UV,8.02,10.96,2.68E-5,3.66E-5,B8,,0.9207,0.0198,-0.076,-4.139,0.026,0.015,90,,,,8.67,8.63,,8.239,8.266,8.241,,,,,,0.511408
81.703333,34.391944,8344,LS   V +34   9,"(5.0, 26.0, 48.8)",5.9,V,05 26 48.8,+34 23 31,173.25,-0.43,Simbad,HD  35520,81.7033483651,34.3918068488,0.0,0.0,90.0,44,05 26 48.80361,+34 23 30.5047,A,2020yCat.1350....0G,Star,*|IR|UV,8.3,10.0,2.77E-5,3.34E-5,A1p,,1.611,0.051,2.441,-6.702,0.059,0.038,90,,,,6.042,5.905,,5.297,5.274,5.208,,,,,,0.49585
69.434167,53.462778,8006,LS   V +53  26,"(4.0, 37.0, 44.2)",8.8,V,04 37 44.2,+53 27 46,152.82,4.27,Simbad,HD 232980,69.4342987121,53.4626716645,0.0,0.0,90.0,11,04 37 44.23169,+53 27 45.6180,A,2020yCat.1350....0G,Star,*|IR,8.655,0.402,2.89E-5,1.3E-6,B0V,,1.2391,0.0283,0.913,-3.41,0.028,0.022,90,,,,9.28,8.79,,7.629,7.531,7.494,,,,,,0.475637
65.885,20.981944,17335,HR 1375,"(4.0, 23.0, 32.4)",6.0,V,04 23 32.4,+20 58 55,175.32,-19.67,Simbad,HD  27742,65.8848595244,20.9820450236,0.0,0.0,90.0,66,04 23 32.36629,+20 58 55.3621,A,2020yCat.1350....0G,**,*|**|IR|Pu*|UV|V*,9.0,6.9,3.0E-5,2.3E-5,B8IV-V,,5.8121,0.0485,14.293,-34.807,0.057,0.042,90,,,,6.01,5.986,,5.872,5.93,5.895,,,,,,0.596004
81.968333,34.782778,8369,LS   V +34  25,"(5.0, 27.0, 52.4)",8.4,V,05 27 52.4,+34 46 58,173.05,-0.03,Simbad,V* IU Aur,81.9683315263,34.7828506635,0.0,0.0,90.0,178,05 27 52.39957,+34 46 58.2624,A,2020yCat.1350....0G,SB*,*|**|EB*|IR|SB*|UV|V*,9.0,5.0,3.0E-5,1.67E-5,O9.5IV(n),,0.4786,0.5765,0.502,-3.523,0.33,0.244,90,0.0017,0.0,226,8.57,8.39,,7.628,7.604,7.59,,,,,,0.261625
84.7275,26.315556,8468,LS   V +26   5,"(5.0, 38.0, 54.6)",9.0,V,05 38 54.6,+26 18 56,181.45,-2.64,Simbad,HD 245770,84.7273953828,26.3157880424,0.0,0.0,90.0,944,05 38 54.57489,+26 18 56.8370,A,2020yCat.1350....0G,HMXB,*|Be*|Em*|Er*|HXB|IR|N*|Psr|Rad|SB*|V*|X|gam,9.0,2.6,3.0E-5,8.7E-6,O9/B0III/Ve,,0.5245,0.0233,-0.59,-2.88,0.031,0.016,90,,,,9.84,9.39,8.77,8.368,8.272,8.157,,,,,,0.900989
94.6325,22.679444,8857,LS   V +22  45,"(6.0, 18.0, 31.8)",8.9,V,06 18 31.8,+22 40 46,189.1,3.34,Simbad,HD 254755,94.6323849586,22.6791884388,0.0,0.0,90.0,50,06 18 31.77239,+22 40 45.0784,A,2020yCat.1350....0G,**,*|**|IR|X,9.0,4.6,3.0E-5,1.53E-5,O9Vp,,0.8832,0.4314,-0.411,-1.599,0.412,0.329,90,0.0033,0.0,51,9.33,8.91,,7.212,6.959,6.895,,,,,,0.996222
99.705,39.9025,16563,HR 2420,"(6.0, 38.0, 49.2)",5.3,V,06 38 49.2,+39 54 09,175.32,14.77,Simbad,* psi03 Aur,99.7049183308,39.9025595277,0.0,0.0,90.0,46,06 38 49.18040,+39 54 09.2143,A,2020yCat.1350....0G,Star,*|IR|UV,9.0,4.2,3.0E-5,1.4E-5,B8III,,3.6617,0.1113,-7.718,-11.191,0.115,0.102,90,,,,5.254,5.331,,5.376,5.455,5.441,,,,,,0.311119
81.572917,28.607222,15829,HR 1791,"(5.0, 26.0, 17.5)",1.7,V,05 26 17.5,+28 36 26,177.99,-3.75,Simbad,* bet Tau,81.5729713318,28.607451725,0.004,0.002,90.0,360,05 26 17.51312,+28 36 26.8262,A,2007A&A...474..653V,PM*,*|**|IR|PM*|UV|X,9.2,2.0,3.07E-5,6.7E-6,B7III,,24.36,0.34,22.76,-173.58,0.42,0.18,0,,,,1.52,1.65,1.66,1.95,1.98,2.03,,,,,,0.844649
63.213333,22.413333,16548,HR 1297,"(4.0, 12.0, 51.2)",6.1,V,04 12 51.2,+22 24 48,172.42,-20.55,Simbad,V* V1137 Tau,63.2135450225,22.4134672837,0.0,0.0,90.0,107,04 12 51.25081,+22 24 48.4822,A,2020yCat.1350....0G,RotV*alf2CVn,*|IR|UV|V*|a2*,9.3,3.0,3.1E-5,1.0E-5,B8III,,3.3288,0.1108,-6.626,-13.601,0.166,0.113,90,,,,6.31,6.12,,5.595,5.61,5.57,,,,,,0.855334
73.5125,66.3425,14768,MCW 278,"(4.0, 54.0, 3.0)",4.3,V,04 54 03.0,+66 20 33,144.07,14.04,Simbad,* alf Cam,73.5125433263,66.3426767964,0.0,0.0,90.0,649,04 54 03.01040,+66 20 33.6365,A,2007A&A...474..653V,BlueSG*,*|Em*|IR|SB*|UV|X|s*b,10.0,5.0,3.34E-5,1.67E-5,O9Ia,,0.52,0.19,-0.13,6.89,0.14,0.15,90,,,,4.34,4.29,4.18,4.2,4.38,4.242,,,,,,0.639537
76.264583,41.288611,8158,LS   V +41  25,"(5.0, 5.0, 3.5)",8.9,V,05 05 03.5,+41 17 19,165.15,0.09,Simbad,V* BF Aur,76.2645844884,41.2886398857,0.0,0.0,90.0,79,05 05 03.50028,+41 17 19.1036,A,2020yCat.1350....0G,EB*,*|EB*|IR|SB*|UV|V*,10.0,7.4,3.34E-5,2.47E-5,B5,,0.9458,0.0496,0.596,-2.499,0.073,0.06,90,,,,8.89,8.89,,8.588,8.62,8.614,,,,,,0.104067
95.310417,21.1325,19550,HD 44171,"(6.0, 21.0, 14.5)",7.3,V,06 21 14.5,+21 07 57,190.76,3.17,Simbad,HD  44171,95.3103315962,21.1324334523,0.0,0.0,90.0,23,06 21 14.47958,+21 07 56.7604,A,2020yCat.1350....0G,Star,*|**|IR|UV,10.054,0.098,3.35E-5,3.0E-7,B8III,,2.6121,0.0495,-3.464,-0.447,0.045,0.036,90,,,,7.19,7.31,,7.453,7.5,7.544,,,,,,0.373679
