_RAJ2000,_DEJ2000,ALS,Name,mag,n_mag,RAJ2000,DEJ2000,GLON,GLAT,Simbad
164.730833,-61.201667,18556,"AAS 23, 231  BBII-35",11.7,V,10 58 55.4,-61 12 06,289.8,-1.23,Simbad
164.73625,-60.171389,18527,"AAS 23, 231  BBI-35",14.5,V,10 58 56.7,-60 10 17,289.37,-0.3,Simbad
164.746667,-61.926944,2067,LS  2067,11.1,V,10 58 59.2,-61 55 37,290.11,-1.89,Simbad
164.753333,-60.483611,2066,LS  2066,9.6,V,10 59 00.8,-60 29 01,289.51,-0.58,Simbad
164.771667,-54.8875,2065,LS  2065,8.6,V,10 59 05.2,-54 53 15,287.17,4.51,Simbad
164.8,-59.416667,15817,CPD -58 2908,10.9,V,10 59 12.0,-59 25 00,289.08,0.4,Simbad
164.82125,-61.528333,18557,"AAS 23, 231  BBII-36",13.7,V,10 59 17.1,-61 31 42,289.98,-1.51,Simbad
164.825833,-59.901389,18528,"AAS 23, 231  BBI-36",12.4,V,10 59 18.2,-59 54 05,289.3,-0.03,Simbad
164.831667,-59.623056,18529,"AAS 23, 231  BBI-37",14.9,V,10 59 19.6,-59 37 23,289.19,0.22,Simbad
164.832917,-60.131667,18530,"AAS 23, 231  BBI-38",14.1,V,10 59 19.9,-60 07 54,289.4,-0.24,Simbad
164.83375,-59.911389,18215,HD 95322,9.0,V,10 59 20.1,-59 54 41,289.31,-0.04,Simbad
164.855,-60.5825,2068,LS  2068,9.7,V,10 59 25.2,-60 34 57,289.6,-0.64,Simbad
164.872083,-61.453056,18558,"AAS 23, 231  BBII-38",12.6,V,10 59 29.3,-61 27 11,289.97,-1.43,Simbad
164.88,-59.629167,2070,LS  2070,8.9,V,10 59 31.2,-59 37 45,289.21,0.23,Simbad
164.899583,-63.508333,18245,HD 95415,9.1,V,10 59 35.9,-63 30 30,290.84,-3.29,Simbad
164.902083,-56.963889,2069,LS  2069,10.6,V,10 59 36.5,-56 57 50,288.11,2.65,Simbad
164.918333,-59.928333,18531,"AAS 23, 231  BBI-39",14.6,V,10 59 40.4,-59 55 42,289.35,-0.04,Simbad
164.926667,-59.895278,18532,"AAS 23, 231  BBI-40",12.5,V,10 59 42.4,-59 53 43,289.34,0.0,Simbad
164.932917,-62.233333,2073,LS  2073,10.7,V,10 59 43.9,-62 14 00,290.32,-2.13,Simbad
164.947083,-60.411944,2071,LS  2071,9.2,V,10 59 47.3,-60 24 43,289.57,-0.47,Simbad
164.972917,-60.02,2074,LS  2074,10.9,P,10 59 53.5,-60 01 12,289.42,-0.11,Simbad
164.977917,-57.516111,2072,LS  2072,10.2,V,10 59 54.7,-57 30 58,288.38,2.17,Simbad
164.98375,-59.735278,2075,LS  2075,10.1,V,10 59 56.1,-59 44 07,289.3,0.15,Simbad
164.9875,-59.855556,2077,LS  2077,10.9,V,10 59 57.0,-59 51 20,289.35,0.04,Simbad
165.0,-61.103333,18559,"AAS 23, 231  BBII-39",13.2,V,11 00 00.0,-61 06 12,289.88,-1.09,Simbad
165.0025,-57.817222,2076,LS  2076,12.4,P,11 00 00.6,-57 49 02,288.51,1.9,Simbad
165.022917,-59.948333,18533,"AAS 23, 231  BBI-42",11.1,V,11 00 05.5,-59 56 54,289.41,-0.03,Simbad
165.02375,-60.0,2079,LS  2079,10.9,P,11 00 05.7,-60 00 00,289.43,-0.08,Simbad
165.025833,-59.367222,2078,LS  2078,8.8,V,11 00 06.2,-59 22 02,289.17,0.5,Simbad
165.04375,-60.005,18534,"AAS 23, 231  BBI-43",14.5,V,11 00 10.5,-60 00 18,289.44,-0.08,Simbad
165.054583,-61.839722,2080,LS  2080,9.9,V,11 00 13.1,-61 50 23,290.21,-1.75,Simbad
165.06125,-59.906667,18535,"AAS 23, 231  BBI-44",13.7,V,11 00 14.7,-59 54 24,289.41,0.01,Simbad
165.064167,-60.340833,16117,HD 95496,9.4,V,11 00 15.4,-60 20 27,289.59,-0.38,Simbad
165.0775,-59.694444,18190,HD 305840,10.4,V,11 00 18.6,-59 41 40,289.33,0.21,Simbad
165.09625,-61.246111,18560,"AAS 23, 231  BBII-40",11.5,V,11 00 23.1,-61 14 46,289.98,-1.2,Simbad
165.098333,-60.005,18536,"AAS 23, 231  BBI-45",13.8,V,11 00 23.6,-60 00 18,289.47,-0.07,Simbad
165.154167,-60.304167,2082,LS  2082,7.9,V,11 00 37.0,-60 18 15,289.62,-0.33,Simbad
165.165,-62.613889,2084,LS  2084,9.6,V,11 00 39.6,-62 36 50,290.58,-2.43,Simbad
165.16875,-62.704444,18246,HD 308119,10.2,V,11 00 40.5,-62 42 16,290.62,-2.51,Simbad
165.177917,-55.356111,2081,LS  2081,8.5,V,11 00 42.7,-55 21 22,287.58,4.18,Simbad
165.182083,-60.454722,2083,LS  2083,9.5,V,11 00 43.7,-60 27 17,289.69,-0.46,Simbad
165.182083,-60.866944,18561,"AAS 23, 231  BBII-41",13.2,V,11 00 43.7,-60 52 01,289.86,-0.84,Simbad
165.210833,-62.409444,2086,LS  2086,9.6,V,11 00 50.6,-62 24 34,290.51,-2.24,Simbad
165.232917,-59.070556,2085,LS  2085,10.6,V,11 00 55.9,-59 04 14,289.14,0.81,Simbad
165.269167,-63.048889,2087,LS  2087,10.8,V,11 01 04.6,-63 02 56,290.8,-2.81,Simbad
165.275,-60.792222,18562,"AAS 23, 231  BBII-42",13.4,V,11 01 06.0,-60 47 32,289.87,-0.75,Simbad
165.290417,-61.221944,2088,LS  2088,7.9,V,11 01 09.7,-61 13 19,290.06,-1.14,Simbad
165.3,-59.15,15818,HD 95615,9.2,V,11 01 12.0,-59 09 00,289.21,0.75,Simbad
165.3075,-60.308056,2089,LS  2089,11.3,V,11 01 13.8,-60 18 29,289.69,-0.3,Simbad
165.321667,-65.223889,2092,LS  2092,11.0,V,11 01 17.2,-65 13 26,291.72,-4.78,Simbad
165.32625,-59.849722,16026,VdBH 46c,11.3,V,11 01 18.3,-59 50 59,289.51,0.12,Simbad
165.330833,-59.848889,16025,VdBH 46b,11.3,V,11 01 19.4,-59 50 56,289.51,0.12,Simbad
165.3475,-59.912222,2090,LS  2090,9.7,P,11 01 23.4,-59 54 44,289.54,0.07,Simbad
165.3625,-60.441944,2091,LS  2091,10.8,V,11 01 27.0,-60 26 31,289.77,-0.41,Simbad
165.365,-56.574444,18216,HD 95657,8.9,V,11 01 27.6,-56 34 28,288.18,3.11,Simbad
165.37125,-61.982778,2093,LS  2093,10.0,V,11 01 29.1,-61 58 58,290.4,-1.82,Simbad
165.375,-59.85,16027,VdBH 46d,11.4,V,11 01 30.0,-59 51 00,289.53,0.12,Simbad
165.375,-59.85,16024,VdBH 46a,10.5,V,11 01 30.0,-59 51 00,289.53,0.12,Simbad
165.390833,-60.830278,2094,LS  2094,10.7,V,11 01 33.8,-60 49 49,289.94,-0.76,Simbad
165.399583,-61.072222,18563,"AAS 23, 231  BBII-43",12.3,V,11 01 35.9,-61 04 20,290.04,-0.98,Simbad
165.4,-62.108056,2095,LS  2095,9.2,V,11 01 36.0,-62 06 29,290.47,-1.92,Simbad
165.41375,-61.562222,2096,LS  2096,7.6,V,11 01 39.3,-61 33 44,290.25,-1.42,Simbad
165.414167,-61.761944,2097,LS  2097,10.5,V,11 01 39.4,-61 45 43,290.33,-1.61,Simbad
165.430417,-60.9875,2098,LS  2098,9.8,V,11 01 43.3,-60 59 15,290.02,-0.9,Simbad
165.448333,-58.1925,18217,HD 95705,8.7,V,11 01 47.6,-58 11 33,288.88,1.66,Simbad
165.457917,-61.884444,2100,LS  2100,9.3,V,11 01 49.9,-61 53 04,290.4,-1.71,Simbad
165.457917,-64.303333,2104,LS  2104,6.9,V,11 01 49.9,-64 18 12,291.39,-3.92,Simbad
165.467083,-60.013889,2099,LS  2099,8.8,V,11 01 52.1,-60 00 50,289.64,0.0,Simbad
165.47,-62.054722,2103,LS  2103,9.5,V,11 01 52.8,-62 03 17,290.48,-1.86,Simbad
165.4825,-59.903889,2101,LS  2101,9.2,V,11 01 55.8,-59 54 14,289.6,0.1,Simbad
165.490833,-59.3775,2102,LS  2102,9.1,V,11 01 57.8,-59 22 39,289.39,0.58,Simbad
165.5125,-61.1625,18564,"AAS 23, 231  BBII-44",12.8,V,11 02 03.0,-61 09 45,290.13,-1.04,Simbad
165.5175,-62.1625,2105,LS  2105,8.9,V,11 02 04.2,-62 09 45,290.54,-1.95,Simbad
165.54375,-60.8075,18565,"AAS 23, 231  BBII-45",11.4,V,11 02 10.5,-60 48 27,290.0,-0.71,Simbad
165.546667,-60.357222,2106,LS  2106,9.8,V,11 02 11.2,-60 21 26,289.81,-0.3,Simbad
165.548333,-60.558333,2107,LS  2107,10.2,V,11 02 11.6,-60 33 30,289.9,-0.48,Simbad
165.582083,-59.808333,2109,LS  2109,9.6,V,11 02 19.7,-59 48 30,289.61,0.21,Simbad
165.596667,-60.765833,2111,LS  2111,10.6,V,11 02 23.2,-60 45 57,290.0,-0.66,Simbad
165.597917,-60.515556,2110,LS  2110,8.9,V,11 02 23.5,-60 30 56,289.9,-0.43,Simbad
165.597917,-57.893056,2108,LS  2108,8.0,V,11 02 23.5,-57 53 35,288.83,1.96,Simbad
165.635417,-59.449722,2112,LS  2112,13.2,P,11 02 32.5,-59 26 59,289.49,0.55,Simbad
165.641667,-61.744444,2115,LS  2115,10.5,V,11 02 34.0,-61 44 40,290.42,-1.55,Simbad
165.641667,-59.921667,2113,LS  2113,10.9,P,11 02 34.0,-59 55 18,289.68,0.12,Simbad
165.651667,-60.649167,18247,HD 95863,9.4,V,11 02 36.4,-60 38 57,289.98,-0.54,Simbad
165.655417,-59.893611,2114,LS  2114,9.6,V,11 02 37.3,-59 53 37,289.68,0.15,Simbad
165.682083,-58.819722,2116,LS  2116,9.1,V,11 02 43.7,-58 49 11,289.25,1.13,Simbad
165.687083,-61.534444,18566,"AAS 23, 231  BBII-46",12.1,V,11 02 44.9,-61 32 04,290.36,-1.35,Simbad
165.69125,-59.741389,2117,LS  2117,6.9,V,11 02 45.9,-59 44 29,289.63,0.29,Simbad
165.71125,-59.318333,2118,LS  2118,10.2,V,11 02 50.7,-59 19 06,289.47,0.68,Simbad
165.747083,-60.359722,2120,LS  2120,10.9,P,11 02 59.3,-60 21 35,289.91,-0.26,Simbad
165.76,-61.287778,18567,"AAS 23, 231  BBII-48",13.8,V,11 03 02.4,-61 17 16,290.29,-1.11,Simbad
165.769167,-60.825,2121,LS  2121,7.5,V,11 03 04.6,-60 49 30,290.1,-0.68,Simbad
165.77875,-54.975278,2119,LS  2119,11.5,P,11 03 06.9,-54 58 31,287.73,4.67,Simbad
165.790417,-61.768889,15820,HD 95972,8.8,V,11 03 09.7,-61 46 08,290.5,-1.54,Simbad
165.790833,-60.663611,2122,LS  2122,10.2,V,11 03 09.8,-60 39 49,290.05,-0.53,Simbad
165.8125,-62.400833,17946,HD 308179,10.8,P,11 03 15.0,-62 24 03,290.76,-2.11,Simbad
165.82125,-62.46,18248,HD 95992,9.7,V,11 03 17.1,-62 27 36,290.79,-2.17,Simbad
165.880833,-65.395,2124,LS  2124,9.2,P,11 03 31.4,-65 23 42,292.0,-4.84,Simbad
165.887917,-59.96,14172,Hbg 512,9.3,V,11 03 33.1,-59 57 36,289.81,0.13,Simbad
165.918333,-59.4325,2123,LS  2123,8.3,V,11 03 40.4,-59 25 57,289.61,0.62,Simbad
165.939167,-60.579444,2125,LS  2125,8.6,V,11 03 45.4,-60 34 46,290.08,-0.42,Simbad
165.972083,-58.765278,18218,HD 96059,8.1,V,11 03 53.3,-58 45 55,289.37,1.24,Simbad
166.000833,-57.955,15402,HD 96088,6.2,V,11 04 00.2,-57 57 18,289.05,1.99,Simbad
166.005,-59.602778,2126,LS  2126,10.6,V,11 04 01.2,-59 36 10,289.72,0.48,Simbad
166.0625,-60.929444,2127,LS  2127,8.7,V,11 04 15.0,-60 55 46,290.28,-0.72,Simbad
166.0875,-59.681111,16824,Car OB2 Garcia 103,10.7,V,11 04 21.0,-59 40 52,289.79,0.43,Simbad
166.100417,-60.286667,2128,LS  2128,9.6,V,11 04 24.1,-60 17 12,290.04,-0.12,Simbad
166.105417,-59.811667,2130,LS  2130,8.0,V,11 04 25.3,-59 48 42,289.85,0.31,Simbad
166.105833,-59.758889,2129,LS  2129,9.4,V,11 04 25.4,-59 45 32,289.83,0.36,Simbad
166.107083,-59.868056,15754,HD 96159,7.8,V,11 04 25.7,-59 52 05,289.87,0.26,Simbad
166.120833,-59.777778,16835,Car OB2 Garcia 330,12.6,V,11 04 29.0,-59 46 40,289.84,0.35,Simbad
166.123333,-59.389444,2131,LS  2131,9.9,V,11 04 29.6,-59 23 22,289.69,0.7,Simbad
166.149167,-60.010556,2132,LS  2132,10.6,V,11 04 35.8,-60 00 38,289.95,0.14,Simbad
166.154167,-60.314722,2133,LS  2133,10.7,V,11 04 37.0,-60 18 53,290.07,-0.14,Simbad
166.166667,-59.894167,16834,Car OB2 Garcia 309,10.7,V,11 04 40.0,-59 53 39,289.91,0.25,Simbad
166.2,-59.704167,16821,Car OB2 Garcia 008,10.5,V,11 04 48.0,-59 42 15,289.85,0.43,Simbad
166.205417,-60.533889,2134,LS  2134,9.1,V,11 04 49.3,-60 32 02,290.18,-0.33,Simbad
166.23125,-61.051111,2136,LS  2136,7.6,V,11 04 55.5,-61 03 04,290.4,-0.8,Simbad
166.233333,-59.686667,16820,Car OB2 Garcia 005,10.7,V,11 04 56.0,-59 41 12,289.86,0.45,Simbad
166.239583,-59.858611,2135,LS  2135,6.6,V,11 04 57.5,-59 51 31,289.93,0.3,Simbad
166.250417,-61.393333,15819,HD 306016,9.9,V,11 05 00.1,-61 23 36,290.55,-1.11,Simbad
166.252917,-59.713056,2137,LS  2137,9.6,V,11 05 00.7,-59 42 47,289.88,0.43,Simbad
166.258333,-62.725833,2142,LS  2142,11.1,P,11 05 02.0,-62 43 33,291.08,-2.33,Simbad
166.262917,-59.713333,2139,LS  2139,7.8,V,11 05 03.1,-59 42 48,289.88,0.44,Simbad
166.264583,-59.6625,2140,LS  2140,9.3,V,11 05 03.5,-59 39 45,289.86,0.48,Simbad
166.2775,-57.51,2138,LS  2138,11.3,P,11 05 06.6,-57 30 36,289.01,2.46,Simbad
166.280833,-59.956389,2141,LS  2141,8.4,V,11 05 07.4,-59 57 23,289.99,0.22,Simbad
166.2875,-59.821389,16836,Car OB2 Garcia 351,9.9,V,11 05 09.0,-59 49 17,289.94,0.34,Simbad
166.294583,-61.176389,2143,LS  2143,8.8,V,11 05 10.7,-61 10 35,290.48,-0.9,Simbad
166.308333,-59.735278,16822,Car OB2 Garcia 038,11.6,V,11 05 14.0,-59 44 07,289.91,0.42,Simbad
166.346667,-61.273333,19725,C1104-610a 131,16.4,V,11 05 23.2,-61 16 24,290.54,-0.98,Simbad
166.347917,-61.259444,19718,C1104-610a 43,14.8,V,11 05 23.5,-61 15 34,290.54,-0.97,Simbad
166.36,-61.433889,2144,LS  2144,9.7,V,11 05 26.4,-61 26 02,290.61,-1.12,Simbad
166.3675,-61.845833,2145,LS  2145,9.1,V,11 05 28.2,-61 50 45,290.78,-1.5,Simbad
166.379583,-61.254722,19717,C1104-610a 12,12.9,V,11 05 31.1,-61 15 17,290.55,-0.96,Simbad
166.386667,-61.263611,19722,C1104-610a 113,16.1,V,11 05 32.8,-61 15 49,290.55,-0.96,Simbad
166.400833,-63.767222,2146,LS  2146,9.7,P,11 05 36.2,-63 46 02,291.56,-3.26,Simbad
166.419583,-62.729167,2147,LS  2147,12.1,P,11 05 40.7,-62 43 45,291.15,-2.3,Simbad
166.420833,-59.703611,16823,Car OB2 Garcia 053,10.1,V,11 05 41.0,-59 42 13,289.95,0.48,Simbad
166.426667,-68.634444,2151,LS  2151,11.6,V,11 05 42.4,-68 38 04,293.51,-7.72,Simbad
166.441667,-63.073333,2148,LS  2148,11.6,P,11 05 46.0,-63 04 24,291.3,-2.61,Simbad
166.442083,-61.230278,19721,C1104-610a 101,15.9,V,11 05 46.1,-61 13 49,290.57,-0.92,Simbad
166.443333,-61.230833,19723,C1104-610a 119,16.2,V,11 05 46.4,-61 13 51,290.57,-0.92,Simbad
166.4475,-61.232778,19727,C1104-610a 138,16.6,V,11 05 47.4,-61 13 58,290.57,-0.92,Simbad
166.4475,-61.232778,19724,C1104-610a 127,16.3,V,11 05 47.4,-61 13 58,290.57,-0.92,Simbad
166.450417,-61.231944,19720,C1104-610a 76,15.5,V,11 05 48.1,-61 13 55,290.57,-0.92,Simbad
166.45375,-61.228611,19726,C1104-610a 137,16.5,V,11 05 48.9,-61 13 43,290.57,-0.92,Simbad
166.454583,-61.246944,19719,C1104-610a 57,15.1,V,11 05 49.1,-61 14 49,290.58,-0.93,Simbad
166.465,-59.973333,15971,HD 96415,9.0,V,11 05 51.6,-59 58 24,290.08,0.24,Simbad
166.469167,-62.960278,2149,LS  2149,11.2,V,11 05 52.6,-62 57 37,291.26,-2.51,Simbad
166.47125,-63.779167,2150,LS  2150,11.6,P,11 05 53.1,-63 46 45,291.59,-3.26,Simbad
166.490833,-76.13,18443,HD 96675,7.7,V,11 05 57.8,-76 07 48,296.62,-14.57,Simbad
166.524167,-59.95,15416,HD 96446,6.7,V,11 06 05.8,-59 57 00,290.1,0.27,Simbad
166.52625,-59.241667,18219,HD 96474,8.0,V,11 06 06.3,-59 14 30,289.82,0.92,Simbad
166.537917,-60.523333,2152,LS  2152,10.9,P,11 06 09.1,-60 31 24,290.33,-0.25,Simbad
166.559167,-60.636389,18249,HD 96491,9.4,V,11 06 14.2,-60 38 11,290.38,-0.35,Simbad
166.5725,-65.511389,2154,LS  2154,7.7,V,11 06 17.4,-65 30 41,292.32,-4.83,Simbad
166.599583,-61.456944,18568,"AAS 23, 231  BBII-52",13.7,V,11 06 23.9,-61 27 25,290.72,-1.1,Simbad
166.6,-57.2,16847,HD 96508,10.0,V,11 06 24.0,-57 12 00,289.05,2.8,Simbad
166.6125,-59.818889,16827,Car OB2 Garcia 235,10.9,V,11 06 27.0,-59 49 08,290.09,0.41,Simbad
166.618333,-63.017222,2156,LS  2156,10.5,P,11 06 28.4,-63 01 02,291.35,-2.53,Simbad
166.620833,-59.699167,16825,Car OB2 Garcia 115,11.5,V,11 06 29.0,-59 41 57,290.04,0.52,Simbad
166.62125,-58.805,15966,CPD -58 3114,8.8,V,11 06 29.1,-58 48 18,289.69,1.34,Simbad
166.62375,-59.358611,2153,LS  2153,10.3,V,11 06 29.7,-59 21 31,289.91,0.83,Simbad
166.644167,-58.92,2155,LS  2155,9.6,V,11 06 34.6,-58 55 12,289.75,1.24,Simbad
166.650417,-64.238056,2159,LS  2159,10.5,P,11 06 36.1,-64 14 17,291.84,-3.65,Simbad
166.652917,-60.831389,18569,"AAS 23, 231  BBII-53",11.9,V,11 06 36.7,-60 49 53,290.5,-0.52,Simbad
166.655417,-59.443056,2157,LS  2157,10.3,P,11 06 37.3,-59 26 35,289.96,0.76,Simbad
166.656667,-60.938889,18570,"AAS 23, 231  BBII-54",12.0,V,11 06 37.6,-60 56 20,290.55,-0.61,Simbad
166.672083,-61.255278,17917,HD 96588,7.8,V,11 06 41.3,-61 15 19,290.68,-0.9,Simbad
166.675,-59.819722,16826,Car OB2 Garcia 231,11.2,V,11 06 42.0,-59 49 11,290.11,0.42,Simbad
166.675,-59.777778,16829,Car OB2 Garcia 243,11.5,V,11 06 42.0,-59 46 40,290.1,0.46,Simbad
166.691667,-59.772222,16830,Car OB2 Garcia 244,11.7,V,11 06 46.0,-59 46 20,290.1,0.47,Simbad
166.707917,-70.878056,14955,HR 4329,5.6,V,11 06 49.9,-70 52 41,294.51,-9.74,Simbad
166.70875,-59.846111,2160,LS  2160,9.4,V,11 06 50.1,-59 50 46,290.14,0.4,Simbad
166.7125,-59.808889,16828,Car OB2 Garcia 238,10.6,V,11 06 51.0,-59 48 32,290.13,0.44,Simbad
166.725,-59.775278,16831,Car OB2 Garcia 245,11.1,V,11 06 54.0,-59 46 31,290.12,0.47,Simbad
166.729167,-59.766667,16832,Car OB2 Garcia 246,10.8,V,11 06 55.0,-59 46 00,290.12,0.48,Simbad
166.7475,-50.521389,2158,LS  2158,10.3,P,11 06 59.4,-50 31 17,286.47,8.98,Simbad
166.749583,-60.564722,2162,LS  2162,9.8,P,11 06 59.9,-60 33 53,290.44,-0.25,Simbad
166.750417,-59.666667,2161,LS  2161,8.9,V,11 07 00.1,-59 40 00,290.09,0.57,Simbad
166.758333,-59.801944,16833,Car OB2 Garcia 252,10.8,V,11 07 02.0,-59 48 07,290.15,0.45,Simbad
166.769583,-59.791389,2163,LS  2163,8.6,V,11 07 04.7,-59 47 29,290.15,0.46,Simbad
166.77375,-61.030556,18571,"AAS 23, 231  BBII-55",12.7,V,11 07 05.7,-61 01 50,290.63,-0.68,Simbad
166.779583,-60.668056,2164,LS  2164,8.6,V,11 07 07.1,-60 40 05,290.5,-0.34,Simbad
166.792917,-62.181667,18250,HD 96674,9.8,V,11 07 10.3,-62 10 54,291.09,-1.73,Simbad
166.794583,-58.625278,15967,CPD -57 4297,11.0,V,11 07 10.7,-58 37 31,289.7,1.54,Simbad
166.799167,-60.295833,2166,LS  2166,7.6,V,11 07 11.8,-60 17 45,290.36,0.01,Simbad
166.8025,-59.336111,2165,LS  2165,10.0,V,11 07 12.6,-59 20 10,289.98,0.89,Simbad
166.808333,-59.873056,2167,LS  2167,7.5,V,11 07 14.0,-59 52 23,290.2,0.4,Simbad
166.80875,-62.049167,2169,LS  2169,10.0,V,11 07 14.1,-62 02 57,291.05,-1.61,Simbad
166.8175,-61.574167,18572,"AAS 23, 231  BBII-56",11.0,V,11 07 16.2,-61 34 27,290.87,-1.17,Simbad
166.829583,-59.816667,2168,LS  2168,8.5,V,11 07 19.1,-59 49 00,290.19,0.45,Simbad
166.830417,-61.483889,18573,"AAS 23, 231  BBII-57",12.9,V,11 07 19.3,-61 29 02,290.84,-1.08,Simbad
166.840833,-53.781667,18844,HD 96662,9.9,V,11 07 21.8,-53 46 54,287.83,6.01,Simbad
166.85875,-60.003611,2170,LS  2170,10.5,V,11 07 26.1,-60 00 13,290.27,0.29,Simbad
166.883333,-61.381111,17918,HD 96716,8.5,V,11 07 32.0,-61 22 52,290.82,-0.98,Simbad
166.887083,-59.963056,2171,LS  2171,8.3,V,11 07 32.9,-59 57 47,290.27,0.33,Simbad
166.959167,-63.850556,2174,LS  2174,11.6,V,11 07 50.2,-63 51 02,291.81,-3.24,Simbad
166.967917,-64.633056,2175,LS  2175,12.1,P,11 07 52.3,-64 37 59,292.12,-3.96,Simbad
166.972083,-58.650833,2172,LS  2172,9.8,P,11 07 53.3,-58 39 03,289.8,1.56,Simbad
166.973333,-61.484444,2173,LS  2173,13.2,P,11 07 53.6,-61 29 04,290.9,-1.06,Simbad
166.987917,-70.91,2182,LS  2182,11.1,V,11 07 57.1,-70 54 36,294.61,-9.73,Simbad
167.01375,-77.654722,20040,HD 97048,8.4,V,11 08 03.3,-77 39 17,297.37,-15.91,Simbad
167.022083,-60.231111,2176,LS  2176,8.7,V,11 08 05.3,-60 13 52,290.44,0.11,Simbad
167.023333,-61.582222,18574,"AAS 23, 231  BBII-58",11.6,V,11 08 05.6,-61 34 56,290.96,-1.14,Simbad
167.025,-59.695,16837,Car OB2 Garcia 473,11.2,V,11 08 06.0,-59 41 42,290.23,0.6,Simbad
167.02875,-60.825278,2177,LS  2177,7.3,V,11 08 06.9,-60 49 31,290.67,-0.44,Simbad
167.037083,-59.964167,2178,LS  2178,9.7,V,11 08 08.9,-59 57 51,290.34,0.36,Simbad
167.044583,-60.246389,2179,LS  2179,7.9,V,11 08 10.7,-60 14 47,290.45,0.1,Simbad
167.083333,-64.601111,15902,HD 96901,9.0,V,11 08 20.0,-64 36 04,292.16,-3.91,Simbad
167.085833,-60.782778,18575,"AAS 23, 231  BBII-59",12.2,V,11 08 20.6,-60 46 58,290.68,-0.39,Simbad
167.097917,-61.285,17612,HD 96882,9.0,V,11 08 23.5,-61 17 06,290.88,-0.85,Simbad
167.103333,-59.412222,2180,LS  2180,7.6,V,11 08 24.8,-59 24 44,290.16,0.88,Simbad
167.115417,-61.626667,14174,Hbg 522,7.9,V,11 08 27.7,-61 37 36,291.02,-1.16,Simbad
167.120417,-56.485,14173,Hbg 520,9.0,V,11 08 28.9,-56 29 06,289.03,3.58,Simbad
167.122917,-58.431667,2181,LS  2181,8.5,V,11 08 29.5,-58 25 54,289.79,1.79,Simbad
167.137083,-60.981111,14175,Hbg 523,9.2,V,11 08 32.9,-60 58 52,290.78,-0.56,Simbad
167.141667,-61.946944,15076,HR 4338,5.2,V,11 08 34.0,-61 56 49,291.15,-1.45,Simbad
167.17875,-57.065833,2183,LS  2183,7.1,V,11 08 42.9,-57 03 57,289.28,3.06,Simbad
167.19375,-60.379444,2184,LS  2184,8.8,V,11 08 46.5,-60 22 46,290.57,0.0,Simbad
167.21625,-60.759167,2185,LS  2185,8.5,V,11 08 51.9,-60 45 33,290.73,-0.34,Simbad
167.244583,-61.073056,2187,LS  2187,9.7,V,11 08 58.7,-61 04 23,290.86,-0.63,Simbad
167.247083,-57.419167,2186,LS  2186,7.9,V,11 08 59.3,-57 25 09,289.46,2.75,Simbad
167.266667,-60.371111,2188,LS  2188,10.2,V,11 09 04.0,-60 22 16,290.6,0.03,Simbad
167.266667,-60.919722,2189,LS  2189,11.1,V,11 09 04.0,-60 55 11,290.81,-0.48,Simbad
167.294167,-60.321389,17666,HD 97013,8.9,V,11 09 10.6,-60 19 17,290.59,0.08,Simbad
167.314167,-60.673611,2190,LS  2190,9.5,V,11 09 15.4,-60 40 25,290.74,-0.24,Simbad
167.32875,-60.711111,2191,LS  2191,9.8,V,11 09 18.9,-60 42 40,290.76,-0.28,Simbad
167.332917,-61.100833,2192,LS  2192,10.2,V,11 09 19.9,-61 06 03,290.91,-0.64,Simbad
167.405833,-61.029722,2194,LS  2194,10.9,V,11 09 37.4,-61 01 47,290.92,-0.56,Simbad
167.412083,-59.523333,2193,LS  2193,10.3,V,11 09 38.9,-59 31 24,290.34,0.84,Simbad
167.413333,-61.281944,2195,LS  2195,9.7,V,11 09 39.2,-61 16 55,291.02,-0.79,Simbad
167.435833,-61.434722,18576,"AAS 23, 231  BBII-63",12.2,V,11 09 44.6,-61 26 05,291.08,-0.92,Simbad
167.438333,-70.366944,2204,LS  2204,8.9,V,11 09 45.2,-70 22 01,294.53,-9.17,Simbad
167.450417,-63.794444,2196,LS  2196,9.3,V,11 09 48.1,-63 47 40,291.99,-3.1,Simbad
167.455833,-60.469167,18591,HD 306059,9.4,V,11 09 49.4,-60 28 09,290.72,-0.03,Simbad
167.457917,-60.514722,18590,HD 306070,10.3,V,11 09 49.9,-60 30 53,290.74,-0.07,Simbad
167.489167,-60.772778,18592,HD 306082,10.0,V,11 09 57.4,-60 46 22,290.86,-0.3,Simbad
167.509583,-60.094722,15417,HD 97151,7.7,V,11 10 02.3,-60 05 41,290.61,0.33,Simbad
167.514583,-60.930278,2197,LS  2197,8.7,V,11 10 03.5,-60 55 49,290.93,-0.44,Simbad
167.517083,-60.979722,2198,LS  2198,8.1,V,11 10 04.1,-60 58 47,290.95,-0.49,Simbad
167.525833,-60.248333,2199,LS  2199,7.9,V,11 10 06.2,-60 14 54,290.67,0.19,Simbad
167.532917,-60.8275,2201,LS  2201,10.3,V,11 10 07.9,-60 49 39,290.9,-0.35,Simbad
167.53625,-59.485278,2200,LS  2200,8.5,V,11 10 08.7,-59 29 07,290.39,0.9,Simbad
167.55125,-61.440278,2203,LS  2203,10.1,V,11 10 12.3,-61 26 25,291.14,-0.91,Simbad
167.552083,-60.863611,2202,LS  2202,9.3,V,11 10 12.5,-60 51 49,290.92,-0.38,Simbad
