_RAJ2000,_DEJ2000,ALS,Name,mag,n_mag,RAJ2000,DEJ2000,GLON,GLAT,Simbad
35.142083,56.33,7100,LS   I +56  45,8.6,V,02 20 34.1,+56 19 48,135.1,-4.42,Simbad
35.1625,57.311667,16697,BD +56 548,9.3,V,02 20 39.0,+57 18 42,134.78,-3.49,Simbad
35.164583,58.924167,7099,LS   I +58  72,10.8,P,02 20 39.5,+58 55 27,134.24,-1.98,Simbad
35.177083,60.264722,7097,LS   I +60 229,11.7,P,02 20 42.5,+60 15 53,133.79,-0.71,Simbad
35.177083,60.263611,7098,LS   V +60 229,9.7,P,02 20 42.5,+60 15 49,133.79,-0.71,Simbad
35.17875,55.909167,7103,LS   I +55  32,6.8,V,02 20 42.9,+55 54 33,135.27,-4.81,Simbad
35.182083,63.196389,7096,LS   I +62 208,11.1,P,02 20 43.7,+63 11 47,132.8,2.05,Simbad
35.2025,59.606667,7102,LS   V +59 128,8.0,P,02 20 48.6,+59 36 24,134.02,-1.33,Simbad
35.2025,59.606667,7101,LS   I +59 128,8.4,V,02 20 48.6,+59 36 24,134.02,-1.33,Simbad
35.212083,55.327778,7109,LS   V +55  34,8.9,P,02 20 50.9,+55 19 40,135.48,-5.35,Simbad
35.212083,55.327778,7108,LS   I +55  34,9.0,V,02 20 50.9,+55 19 40,135.48,-5.35,Simbad
35.214167,55.825,7107,LS   I +55  33,8.4,V,02 20 51.4,+55 49 30,135.31,-4.88,Simbad
35.21875,57.4575,7104,LS   V +57  12,9.8,V,02 20 52.5,+57 27 27,134.76,-3.35,Simbad
35.219583,56.925833,7106,LS   V +56  28,9.2,V,02 20 52.7,+56 55 33,134.94,-3.85,Simbad
35.22875,56.389444,7110,LS   I +56  46,10.6,P,02 20 54.9,+56 23 22,135.13,-4.35,Simbad
35.245,59.648056,7105,LS   V +59   5,9.8,V,02 20 58.8,+59 38 53,134.03,-1.28,Simbad
35.27375,56.870278,7113,LS   V +56  29,11.4,P,02 21 05.7,+56 52 13,134.99,-3.89,Simbad
35.275417,60.244167,7111,LS   V +60   3,10.2,P,02 21 06.1,+60 14 39,133.84,-0.71,Simbad
35.278333,80.726667,19960,HD 13714,7.9,V,02 21 06.8,+80 43 36,121.65,18.51,Simbad
35.280833,59.729722,7112,LS   V +59   6,11.1,V,02 21 07.4,+59 43 47,134.02,-1.2,Simbad
35.289167,56.817222,7114,LS   V +56  30,9.5,V,02 21 09.4,+56 49 02,135.01,-3.93,Simbad
35.29375,56.865278,7115,LS   V +56  31,8.5,V,02 21 10.5,+56 51 55,135.0,-3.89,Simbad
35.297917,56.853611,7116,LS   V +56  32,9.5,V,02 21 11.5,+56 51 13,135.01,-3.9,Simbad
35.3175,58.074167,18134,VES 740,11.1,V,02 21 16.2,+58 04 27,134.6,-2.75,Simbad
35.325,57.316667,17168,NGC 884 Oost 1926,9.8,P,02 21 18.0,+57 19 00,134.86,-3.45,Simbad
35.33875,56.899167,7118,LS   V +56  33,10.8,V,02 21 21.3,+56 53 57,135.01,-3.85,Simbad
35.358333,59.440278,7117,LS   I +59 129,10.1,V,02 21 26.0,+59 26 25,134.15,-1.46,Simbad
35.385833,57.568889,7119,LS   V +57  13,10.1,V,02 21 32.6,+57 34 08,134.81,-3.21,Simbad
35.392083,56.913333,7121,LS   V +56  34,10.4,P,02 21 34.1,+56 54 48,135.03,-3.83,Simbad
35.415,59.638611,7120,LS   V +59   7,10.5,P,02 21 39.6,+59 38 19,134.11,-1.26,Simbad
35.425,57.133333,17107,NGC 884 Oost 2088,9.4,V,02 21 42.0,+57 08 00,134.97,-3.6,Simbad
35.435,57.148056,20050,[SHM2002] 346,11.9,V,02 21 44.4,+57 08 53,134.98,-3.6,Simbad
35.445833,57.123889,17136,NGC 884 Oost 2114,11.1,V,02 21 47.0,+57 07 26,134.99,-3.62,Simbad
35.45,57.15,17108,NGC 884 Oost 2139,11.4,V,02 21 48.0,+57 09 00,134.98,-3.59,Simbad
35.45,57.166667,17109,NGC 884 Oost 2165,10.0,V,02 21 48.0,+57 10 00,134.98,-3.58,Simbad
35.454583,57.129167,20053,[SHM2002] 428,12.2,V,02 21 49.1,+57 07 45,134.99,-3.61,Simbad
35.459583,56.575556,7123,LS   V +56  35,10.0,V,02 21 50.3,+56 34 32,135.19,-4.13,Simbad
35.461667,57.386667,7122,LS   V +57  14,9.1,V,02 21 50.8,+57 23 12,134.91,-3.37,Simbad
35.468333,56.905278,7124,LS   V +56  36,8.5,V,02 21 52.4,+56 54 19,135.08,-3.82,Simbad
35.475,57.133333,17110,NGC 884 Oost 2232,11.1,V,02 21 54.0,+57 08 00,135.0,-3.59,Simbad
35.475,57.133333,17174,NGC 884 Oost 2200,12.7,V,02 21 54.0,+57 08 00,135.0,-3.59,Simbad
35.475,57.1,17137,NGC 884 Oost 2185,10.9,V,02 21 54.0,+57 06 00,135.01,-3.63,Simbad
35.475,57.166667,17138,NGC 884 Oost 2196,11.6,V,02 21 54.0,+57 10 00,134.99,-3.57,Simbad
35.480833,57.243056,7126,LS   V +57  15,6.4,V,02 21 55.4,+57 14 35,134.97,-3.5,Simbad
35.48875,57.339444,7127,LS   V +57  16,10.5,P,02 21 57.3,+57 20 22,134.94,-3.41,Simbad
35.497917,59.315833,7125,LS   V +59   8,10.5,V,02 21 59.5,+59 18 57,134.26,-1.55,Simbad
35.5,57.133333,17141,NGC 884 Oost 2251,11.6,V,02 22 00.0,+57 08 00,135.01,-3.59,Simbad
35.502083,57.145,7128,LS   V +56  37,8.1,V,02 22 00.5,+57 08 42,135.01,-3.59,Simbad
35.503333,57.159167,17139,NGC 884 Oost 2229,11.4,V,02 22 00.8,+57 09 33,135.01,-3.57,Simbad
35.50375,57.137222,17111,NGC 884 Oost 2235,9.4,V,02 22 00.9,+57 08 14,135.01,-3.59,Simbad
35.510417,57.155278,17140,NGC 884 Oost 2242,10.9,V,02 22 02.5,+57 09 19,135.01,-3.58,Simbad
35.51125,57.148056,20058,[SHM2002] 504,12.5,V,02 22 02.7,+57 08 53,135.02,-3.58,Simbad
35.511667,57.140278,17112,NGC 884 Oost 2246,9.9,V,02 22 02.8,+57 08 25,135.02,-3.59,Simbad
35.516667,57.152778,17142,NGC 884 Oost 2255,10.7,V,02 22 04.0,+57 09 10,135.02,-3.58,Simbad
35.520833,57.178056,17113,NGC 884 Oost 2262,10.5,V,02 22 05.0,+57 10 41,135.01,-3.55,Simbad
35.526667,57.090278,17114,NGC 884 Oost 2284,9.7,V,02 22 06.4,+57 05 25,135.04,-3.63,Simbad
35.530833,57.111944,17115,NGC 884 Oost 2296,8.5,V,02 22 07.4,+57 06 43,135.04,-3.61,Simbad
35.53125,59.181944,7129,LS   I +58  73,9.9,P,02 22 07.5,+59 10 55,134.33,-1.67,Simbad
35.535833,57.124167,17116,NGC 884 Oost 2299,9.2,V,02 22 08.6,+57 07 27,135.04,-3.6,Simbad
35.5375,57.123889,17143,NGC 884 Oost 2301,12.0,V,02 22 09.0,+57 07 26,135.04,-3.6,Simbad
35.540417,57.117222,17117,NGC 884 Oost 2311,9.4,V,02 22 09.7,+57 07 02,135.04,-3.61,Simbad
35.540417,57.162778,20061,[SHM2002] 603,12.8,V,02 22 09.7,+57 09 46,135.02,-3.56,Simbad
35.544583,59.549722,7130,LS   I +59 130,9.2,V,02 22 10.7,+59 32 59,134.21,-1.32,Simbad
35.563333,57.161389,20056,[SHM2002] 452,12.4,V,02 22 15.2,+57 09 41,135.04,-3.56,Simbad
35.570833,57.271667,17118,NGC 884 Oost 2361,8.8,V,02 22 17.0,+57 16 18,135.0,-3.46,Simbad
35.573333,57.123333,17119,NGC 884 Oost 2371,9.2,V,02 22 17.6,+57 07 24,135.06,-3.59,Simbad
35.58,57.136389,20054,[SHM2002] 436,12.3,V,02 22 19.2,+57 08 11,135.05,-3.58,Simbad
35.589167,55.845833,7133,LS   I +55  35,5.2,V,02 22 21.4,+55 50 45,135.5,-4.79,Simbad
35.594583,57.284722,17170,NGC 884 Oost 2402,9.6,V,02 22 22.7,+57 17 05,135.01,-3.44,Simbad
35.6,58.383889,7132,LS   V +58   8,11.1,P,02 22 24.0,+58 23 02,134.63,-2.41,Simbad
35.634167,58.153889,7134,LS   V +57  17,9.4,V,02 22 32.2,+58 09 14,134.73,-2.62,Simbad
35.64,57.094167,7137,LS   V +56  38,9.9,V,02 22 33.6,+57 05 39,135.1,-3.61,Simbad
35.648333,57.6375,17169,BD +56 579,10.6,P,02 22 35.6,+57 38 15,134.92,-3.1,Simbad
35.660417,58.152778,7136,LS   V +57  18,10.8,P,02 22 38.5,+58 09 10,134.74,-2.61,Simbad
35.662917,58.1775,7144,LS   V +57  22,11.0,P,02 22 39.1,+58 10 39,134.74,-2.59,Simbad
35.665833,67.071944,7131,LS   I +66  17,9.0,V,02 22 39.8,+67 04 19,131.66,5.76,Simbad
35.68125,57.086944,7138,LS   V +56  39,9.7,V,02 22 43.5,+57 05 13,135.12,-3.61,Simbad
35.685833,61.838333,7135,LS   I +61 266,13.5,P,02 22 44.6,+61 50 18,133.48,0.85,Simbad
35.695833,56.9675,17171,NGC 884 Oost 2563,10.7,V,02 22 47.0,+56 58 03,135.17,-3.72,Simbad
35.70125,57.2,17172,NGC 884 Oost 2566,10.5,P,02 22 48.3,+57 12 00,135.09,-3.49,Simbad
35.704167,57.153889,17120,NGC 884 Oost 2572,10.0,V,02 22 49.0,+57 09 14,135.11,-3.54,Simbad
35.7075,57.511389,7139,LS   V +57  19,9.5,V,02 22 49.8,+57 30 41,134.99,-3.2,Simbad
35.7225,57.245,7140,LS   V +57  20,7.5,V,02 22 53.4,+57 14 42,135.09,-3.45,Simbad
35.72625,41.48,14760,MCW 176,7.5,V,02 22 54.3,+41 28 48,140.78,-18.2,Simbad
35.726667,59.36,19514,GSC 3698-0925,,N,02 22 54.4,+59 21 36,134.36,-1.47,Simbad
35.751667,57.386944,7141,LS   V +57  21,7.0,V,02 23 00.4,+57 23 13,135.05,-3.31,Simbad
35.752083,-29.619444,19749,HD 14850,8.4,V,02 23 00.5,-29 37 10,225.39,-69.74,Simbad
35.757917,56.507778,7143,LS   V +56  40,10.5,P,02 23 01.9,+56 30 28,135.36,-4.14,Simbad
35.797917,60.831111,7142,LS   I +60 230,9.9,V,02 23 11.5,+60 49 52,133.88,-0.07,Simbad
35.79875,57.471667,7145,LS   V +57  23,9.7,V,02 23 11.7,+57 28 18,135.05,-3.23,Simbad
35.809583,58.163333,7146,LS   I +57  52,10.6,V,02 23 14.3,+58 09 48,134.81,-2.57,Simbad
35.828333,57.523889,7147,LS   V +57  24,9.9,V,02 23 18.8,+57 31 26,135.05,-3.17,Simbad
35.85,57.316667,17096,MWC 448,10.9,V,02 23 24.0,+57 19 00,135.13,-3.35,Simbad
35.8675,57.390556,19728,NGC 884 2771,11.2,V,02 23 28.2,+57 23 26,135.11,-3.29,Simbad
35.873333,58.963889,7148,LS   I +58  74,9.8,V,02 23 29.6,+58 57 50,134.57,-1.81,Simbad
35.875,59.7,18135,VES 741,12.0,V,02 23 30.0,+59 42 00,134.31,-1.12,Simbad
35.884167,57.401944,7149,LS   V +57  25,9.9,P,02 23 32.2,+57 24 07,135.12,-3.27,Simbad
35.8975,56.574444,7150,LS   I +56  47,9.4,V,02 23 35.4,+56 34 28,135.41,-4.05,Simbad
35.945,57.637222,7152,LS   V +57  26,10.1,P,02 23 46.8,+57 38 14,135.06,-3.04,Simbad
35.95375,59.488333,7151,LS   V +59   9,10.1,P,02 23 48.9,+59 29 18,134.42,-1.31,Simbad
35.965417,55.365,7154,LS   I +55  36,6.3,V,02 23 51.7,+55 21 54,135.87,-5.17,Simbad
36.004583,58.323889,7156,LS   I +58  75,9.4,V,02 24 01.1,+58 19 26,134.85,-2.39,Simbad
36.0075,56.8225,7158,LS   V +56  41,10.7,P,02 24 01.8,+56 49 21,135.38,-3.79,Simbad
36.009167,57.353611,7157,LS   V +57  27,9.2,V,02 24 02.2,+57 21 13,135.2,-3.3,Simbad
36.015833,62.758056,7153,LS   I +62 209,12.7,P,02 24 03.8,+62 45 29,133.31,1.77,Simbad
36.0225,60.3225,7155,LS   V +60   4,11.6,V,02 24 05.4,+60 19 21,134.16,-0.51,Simbad
36.031667,59.172778,18168,BD +58 460,9.0,V,02 24 07.6,+59 10 22,134.57,-1.59,Simbad
36.056667,57.090556,7159,LS   V +56  42,9.9,P,02 24 13.6,+57 05 26,135.31,-3.53,Simbad
36.109583,59.025278,7160,LS   I +58  76,10.3,P,02 24 26.3,+59 01 31,134.66,-1.71,Simbad
36.117083,58.300278,7164,LS   I +58  77,9.9,V,02 24 28.1,+58 18 01,134.92,-2.39,Simbad
36.12,59.228611,7161,LS   I +59 131,9.7,V,02 24 28.8,+59 13 43,134.59,-1.52,Simbad
36.127917,59.495278,7163,LS   I +59 132,11.7,P,02 24 30.7,+59 29 43,134.5,-1.27,Simbad
36.135417,57.0125,7166,LS   V +56  43,10.1,P,02 24 32.5,+57 00 45,135.38,-3.59,Simbad
36.150417,61.688611,7162,LS   I +61 267,12.8,P,02 24 36.1,+61 41 19,133.74,0.79,Simbad
36.165,57.371111,7168,LS   V +57  28,11.1,P,02 24 39.6,+57 22 16,135.27,-3.25,Simbad
36.166667,62.265833,7165,LS   I +62 210,12.3,P,02 24 40.0,+62 15 57,133.55,1.33,Simbad
36.18125,56.993333,7170,LS   V +56  44,9.7,P,02 24 43.5,+56 59 36,135.41,-3.6,Simbad
36.183333,57.353611,7169,LS   V +57  29,10.6,V,02 24 44.0,+57 21 13,135.28,-3.26,Simbad
36.192917,57.464167,7171,LS   I +57  53,9.2,V,02 24 46.3,+57 27 51,135.25,-3.16,Simbad
36.192917,57.464167,7172,LS   V +57  53,9.0,P,02 24 46.3,+57 27 51,135.25,-3.16,Simbad
36.204583,10.610556,17273,HD 14951,5.5,V,02 24 49.1,+10 36 38,157.03,-45.99,Simbad
36.2325,57.519444,7173,LS   V +57  30,10.9,P,02 24 55.8,+57 31 10,135.25,-3.1,Simbad
36.247083,65.393889,7167,LS   I +65  20,13.0,P,02 24 59.3,+65 23 38,132.47,4.27,Simbad
36.249583,59.229722,19513,GSC 3698-1597,,N,02 24 59.9,+59 13 47,134.65,-1.5,Simbad
36.2875,58.493056,7175,LS   V +58   9,10.4,P,02 25 09.0,+58 29 35,134.93,-2.18,Simbad
36.316667,56.609444,7176,LS   I +56  48,6.2,V,02 25 16.0,+56 36 34,135.62,-3.93,Simbad
36.32875,62.606944,7174,LS   I +62 211,12.5,P,02 25 18.9,+62 36 25,133.49,1.68,Simbad
36.33375,56.203333,7179,LS   V +55   5,10.4,V,02 25 20.1,+56 12 12,135.77,-4.31,Simbad
36.334583,57.92,7177,LS   V +57  31,11.0,V,02 25 20.3,+57 55 12,135.16,-2.71,Simbad
36.335,56.854444,7178,LS   I +56  49,10.0,P,02 25 20.4,+56 51 16,135.54,-3.7,Simbad
36.366667,56.188889,7182,LS   V +55   6,10.3,V,02 25 28.0,+56 11 20,135.79,-4.32,Simbad
36.38625,60.713889,7180,LS   I +60 231,12.1,V,02 25 32.7,+60 42 50,134.19,-0.08,Simbad
36.386667,59.385556,7181,LS   V +59  10,10.3,P,02 25 32.8,+59 23 08,134.66,-1.33,Simbad
36.405417,57.199167,7183,LS   I +56  50,9.4,V,02 25 37.3,+57 11 57,135.45,-3.37,Simbad
36.417083,61.549722,19961,HD 14817,7.0,V,02 25 40.1,+61 32 59,133.91,0.7,Simbad
36.429583,59.975,7190,LS   V +59  11,11.4,P,02 25 43.1,+59 58 30,134.47,-0.77,Simbad
36.4375,57.32,7185,LS   I +57  54,9.6,V,02 25 45.0,+57 19 12,135.43,-3.25,Simbad
36.453333,57.176667,7187,LS   V +56  45,10.3,V,02 25 48.8,+57 10 36,135.48,-3.38,Simbad
36.456667,58.633611,7186,LS   I +58  78,11.0,V,02 25 49.6,+58 38 01,134.97,-2.02,Simbad
36.45875,57.503611,7188,LS   I +57  55,8.1,V,02 25 50.1,+57 30 13,135.37,-3.07,Simbad
36.459583,57.254167,7189,LS   V +57  32,10.1,V,02 25 50.3,+57 15 15,135.46,-3.3,Simbad
36.4775,57.240556,7191,LS   V +57  33,10.1,V,02 25 54.6,+57 14 26,135.47,-3.31,Simbad
36.485417,55.008611,7196,LS   V +54   9,9.2,P,02 25 56.5,+55 00 31,136.28,-5.4,Simbad
36.48625,63.601389,7184,LS   I +63 186,11.9,P,02 25 56.7,+63 36 05,133.21,2.63,Simbad
36.486667,55.019444,7197,LS   I +54   9,9.8,P,02 25 56.8,+55 01 10,136.28,-5.39,Simbad
36.495417,56.6575,7195,LS   I +56  51,8.9,V,02 25 58.9,+56 39 27,135.69,-3.85,Simbad
36.513333,58.892222,7193,LS   I +58  79,11.3,V,02 26 03.2,+58 53 32,134.9,-1.76,Simbad
36.525,59.997222,7192,LS   I +59 133,10.7,V,02 26 06.0,+59 59 50,134.51,-0.73,Simbad
36.534583,57.313056,7198,LS   V +57  34,11.1,V,02 26 08.3,+57 18 47,135.48,-3.23,Simbad
36.535417,60.797778,7194,LS   I +60 232,11.6,V,02 26 08.5,+60 47 52,134.23,0.02,Simbad
36.577083,57.228611,7200,LS   I +57  56,7.4,V,02 26 18.5,+57 13 43,135.53,-3.3,Simbad
36.577083,57.228611,7201,LS   V +57  56,7.8,P,02 26 18.5,+57 13 43,135.53,-3.3,Simbad
36.608333,60.5075,7199,LS   I +60 233,12.0,P,02 26 26.0,+60 30 27,134.37,-0.24,Simbad
36.619583,55.034722,7204,LS   I +54  10,9.7,V,02 26 28.7,+55 02 05,136.34,-5.34,Simbad
36.644583,62.0125,7203,LS   I +61 268,10.2,V,02 26 34.7,+62 00 45,133.84,1.17,Simbad
36.668333,57.0925,7205,LS   V +56  46,9.6,V,02 26 40.4,+57 05 33,135.62,-3.41,Simbad
36.687917,65.3725,7202,LS   I +65  21,13.5,P,02 26 45.1,+65 22 21,132.65,4.32,Simbad
36.690417,57.678889,7207,LS   I +57  57,7.2,V,02 26 45.7,+57 40 44,135.42,-2.86,Simbad
36.69125,59.117778,19516,GSC 3699-0941,,N,02 26 45.9,+59 07 04,134.91,-1.52,Simbad
36.695833,58.875833,7206,LS   I +58  80,8.0,V,02 26 47.0,+58 52 33,134.99,-1.74,Simbad
36.705417,57.834444,7208,LS   I +57  58,10.5,V,02 26 49.3,+57 50 04,135.37,-2.71,Simbad
36.729167,58.743056,7209,LS   V +58  10,10.1,V,02 26 55.0,+58 44 35,135.06,-1.86,Simbad
36.736667,57.234722,7210,LS   V +57  35,10.1,V,02 26 56.8,+57 14 05,135.61,-3.27,Simbad
36.74625,-47.703611,14856,HR 721,4.2,V,02 26 59.1,-47 42 13,267.12,-62.24,Simbad
36.802083,62.200556,16695,BD +61 412,9.4,P,02 27 12.5,+62 12 02,133.85,1.38,Simbad
36.864167,62.058611,7211,LS   I +61 269,13.0,P,02 27 27.4,+62 03 31,133.92,1.25,Simbad
36.91375,60.216944,7212,LS   I +59 134,12.1,P,02 27 39.3,+60 13 01,134.61,-0.45,Simbad
36.9325,58.374722,7214,LS   I +58  81,10.4,V,02 27 43.8,+58 22 29,135.29,-2.17,Simbad
36.934167,54.645556,7215,LS   V +54   3,12.2,P,02 27 44.2,+54 38 44,136.65,-5.64,Simbad
36.94375,60.453056,7213,LS   I +60 234,11.5,P,02 27 46.5,+60 27 11,134.54,-0.23,Simbad
36.973333,57.108056,7216,LS   V +56  47,12.0,V,02 27 53.6,+57 06 29,135.77,-3.34,Simbad
36.987083,56.639167,7217,LS   I +56  52,9.5,V,02 27 56.9,+56 38 21,135.95,-3.77,Simbad
36.999167,52.549444,7218,LS   I +52   3,7.9,V,02 27 59.8,+52 32 58,137.46,-7.58,Simbad
36.999167,52.549444,7219,LS   V +52   3,7.7,P,02 27 59.8,+52 32 58,137.46,-7.58,Simbad
37.005,58.706111,19517,GSC 3699-1010,,N,02 28 01.2,+58 42 22,135.21,-1.84,Simbad
37.015,60.566111,18136,VES 746,12.5,V,02 28 03.6,+60 33 58,134.53,-0.11,Simbad
37.039583,8.459722,15972,HD 15318,4.3,V,02 28 09.5,+08 27 35,159.69,-47.39,Simbad
37.043333,57.274444,17602,HD 15124,8.0,V,02 28 10.4,+57 16 28,135.75,-3.17,Simbad
37.117917,59.054167,7221,LS   V +58  11,10.7,P,02 28 28.3,+59 03 15,135.13,-1.5,Simbad
37.177917,58.206111,7227,LS   V +57  36,10.3,P,02 28 42.7,+58 12 22,135.47,-2.28,Simbad
37.2625,62.950833,7222,LS   I +62 212,12.3,P,02 29 03.0,+62 57 03,133.77,2.15,Simbad
37.30125,56.995833,7224,LS   V +56  48,10.1,P,02 29 12.3,+56 59 45,135.98,-3.38,Simbad
37.325,59.728611,7223,LS   V +59  12,11.9,V,02 29 18.0,+59 43 43,134.98,-0.83,Simbad
37.35,59.003611,7226,LS   I +58  82,11.5,P,02 29 24.0,+59 00 13,135.26,-1.5,Simbad
37.36,57.384444,7228,LS   I +57  59,11.0,P,02 29 26.4,+57 23 04,135.87,-3.01,Simbad
37.36625,61.539444,15304,IC 1805 [MJD95]Anonymous,12.7,V,02 29 27.9,+61 32 22,134.33,0.86,Simbad
37.368333,56.551944,7231,LS   I +56  53,10.9,P,02 29 28.4,+56 33 07,136.18,-3.78,Simbad
37.37125,56.961389,7230,LS   V +56  49,10.2,P,02 29 29.1,+56 57 41,136.03,-3.4,Simbad
37.376667,61.4925,7225,LS   I +61 270,11.3,V,02 29 30.4,+61 29 33,134.36,0.82,Simbad
37.4,61.2,16673,IC 1805 No.  23,11.4,V,02 29 36.0,+61 12 00,134.47,0.56,Simbad
37.4075,61.208611,7229,LS   I +60 235,12.3,P,02 29 37.8,+61 12 31,134.47,0.56,Simbad
37.411667,58.225833,7232,LS   I +58  83,9.9,V,02 29 38.8,+58 13 33,135.58,-2.21,Simbad
37.431667,58.125278,7233,LS   I +57  60,8.9,V,02 29 43.6,+58 07 31,135.63,-2.3,Simbad
37.44,56.779167,7235,LS   I +56  54,10.5,P,02 29 45.6,+56 46 45,136.13,-3.55,Simbad
37.45625,59.853056,7234,LS   I +59 135,10.5,V,02 29 49.5,+59 51 11,135.0,-0.69,Simbad
37.48,56.930556,7237,LS   V +56  50,10.2,P,02 29 55.2,+56 55 50,136.1,-3.4,Simbad
37.49375,57.820833,7238,LS   I +57  61,7.2,V,02 29 58.5,+57 49 15,135.77,-2.57,Simbad
37.50875,55.447778,7244,LS   V +55   7,9.3,P,02 30 02.1,+55 26 52,136.66,-4.77,Simbad
37.510417,57.248611,7240,LS   I +57  62,8.5,V,02 30 02.5,+57 14 55,135.99,-3.1,Simbad
37.514583,62.127778,7236,LS   I +61 271,11.0,P,02 30 03.5,+62 07 40,134.18,1.43,Simbad
37.515833,57.259444,7241,LS   V +57  37,9.2,P,02 30 03.8,+57 15 34,135.99,-3.09,Simbad
37.525,57.3,18137,VES 748,12.0,V,02 30 06.0,+57 18 00,135.98,-3.04,Simbad
37.52875,57.536944,7243,LS   V +57  38,10.6,P,02 30 06.9,+57 32 13,135.89,-2.83,Simbad
37.54625,59.356111,7242,LS   V +59  13,10.7,P,02 30 11.1,+59 21 22,135.23,-1.14,Simbad
37.557917,57.675,7246,LS   V +57  39,10.1,V,02 30 13.9,+57 40 30,135.86,-2.7,Simbad
37.564167,61.394722,15306,IC 1805 [MJD95]Anonymous,13.7,V,02 30 15.4,+61 23 41,134.48,0.76,Simbad
37.579167,63.289444,7239,LS   I +63 187,11.6,P,02 30 19.0,+63 17 22,133.78,2.52,Simbad
37.609583,61.461667,15307,IC 1805 [MJD95]Anonymous,12.8,V,02 30 26.3,+61 27 42,134.47,0.83,Simbad
37.62,61.548611,15308,IC 1805 [MJD95]Anonymous,13.3,V,02 30 28.8,+61 32 55,134.44,0.91,Simbad
37.620417,62.939722,7245,LS   I +62 213,12.6,P,02 30 28.9,+62 56 23,133.92,2.2,Simbad
37.63375,62.289444,7247,LS   I +62 214,10.1,P,02 30 32.1,+62 17 22,134.17,1.6,Simbad
37.635,57.536944,7248,LS   V +57  40,10.9,P,02 30 32.4,+57 32 13,135.95,-2.81,Simbad
37.645,54.023611,7250,LS   V +53   1,10.4,V,02 30 34.8,+54 01 25,137.27,-6.06,Simbad
37.7025,61.287778,15309,IC 1805 [MJD95]Anonymous,12.6,V,02 30 48.6,+61 17 16,134.58,0.68,Simbad
37.714167,61.177778,7249,LS   I +60 236,8.4,V,02 30 51.4,+61 10 40,134.62,0.58,Simbad
37.737083,61.274722,15310,IC 1805 [MJD95]Anonymous,12.4,V,02 30 56.9,+61 16 29,134.6,0.68,Simbad
37.756667,63.459444,7251,LS   I +63 188,12.5,P,02 31 01.6,+63 27 34,133.79,2.71,Simbad
37.785417,57.527222,7255,LS   I +57  63,9.5,V,02 31 08.5,+57 31 38,136.03,-2.79,Simbad
37.789167,57.270278,7256,LS   V +57  41,11.0,V,02 31 09.4,+57 16 13,136.12,-3.02,Simbad
37.80375,60.916667,7253,LS   I +60 237,11.8,P,02 31 12.9,+60 55 00,134.76,0.36,Simbad
37.831667,56.8975,7258,LS   I +56  55,8.9,V,02 31 19.6,+56 53 51,136.29,-3.36,Simbad
37.8325,61.504444,15311,IC 1805 [MJD95]Anonymous,12.5,V,02 31 19.8,+61 30 16,134.55,0.91,Simbad
37.8425,58.015278,7257,LS   V +57  42,9.9,P,02 31 22.2,+58 00 55,135.87,-2.32,Simbad
37.852083,63.38,7254,LS   I +63 189,11.3,P,02 31 24.5,+63 22 48,133.86,2.65,Simbad
37.869583,66.188611,7252,LS   I +65  22,13.1,P,02 31 28.7,+66 11 19,132.8,5.25,Simbad
37.883333,60.925833,7259,LS   I +60 238,11.3,P,02 31 32.0,+60 55 33,134.79,0.38,Simbad
37.894583,58.652222,7261,LS   I +58  84,10.5,V,02 31 34.7,+58 39 08,135.66,-1.72,Simbad
37.901667,57.752778,7262,LS   I +57  64,10.1,V,02 31 36.4,+57 45 10,136.0,-2.56,Simbad
37.935,60.0375,7264,LS   V +59  14,11.6,P,02 31 44.4,+60 02 15,135.15,-0.43,Simbad
37.94875,63.4175,7260,LS   I +63 190,8.5,V,02 31 47.7,+63 25 03,133.88,2.7,Simbad
37.952083,61.582222,15312,IC 1805 [MJD95]Anonymous,13.9,V,02 31 48.5,+61 34 56,134.58,1.0,Simbad
37.9725,57.6975,7267,LS   I +57  65,7.0,V,02 31 53.4,+57 41 51,136.05,-2.59,Simbad
37.97625,62.058056,7263,LS   I +61 272,10.7,P,02 31 54.3,+62 03 29,134.41,1.45,Simbad
37.983333,61.536944,7265,LS   I +61 273,10.6,V,02 31 56.0,+61 32 13,134.61,0.96,Simbad
37.987917,61.611944,7266,LS   I +61 274,8.8,V,02 31 57.1,+61 36 43,134.58,1.04,Simbad
38.020833,56.666111,7275,LS   I +56  56,9.3,V,02 32 05.0,+56 39 58,136.47,-3.54,Simbad
38.027083,61.498056,15313,IC 1805 Hoag 26,13.9,V,02 32 06.5,+61 29 53,134.64,0.94,Simbad
38.03875,60.026111,7272,LS   I +59 136,10.5,V,02 32 09.3,+60 01 34,135.2,-0.42,Simbad
38.040833,61.64,7268,LS   I +61 275,11.5,V,02 32 09.8,+61 38 24,134.59,1.07,Simbad
38.04125,58.217778,7277,LS   V +57  43,9.3,P,02 32 09.9,+58 13 04,135.89,-2.1,Simbad
38.045,61.551944,7269,LS   I +61 276,9.9,V,02 32 10.8,+61 33 07,134.63,0.99,Simbad
38.047917,61.361667,7270,LS   I +61 277,10.9,V,02 32 11.5,+61 21 42,134.7,0.81,Simbad
38.062917,62.002778,7271,LS   I +61 278,12.2,P,02 32 15.1,+62 00 10,134.47,1.41,Simbad
38.07,61.553056,7274,LS   I +61 279,10.3,V,02 32 16.8,+61 33 11,134.64,1.0,Simbad
